,userId,movieId,rating,timestamp,Recommendation,Precision,Recall,Accuracy,Evaluation
15007,78218,469,5.0,952880271,"[412, 249, 46, 509, 365, 242, 515, 224]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 0, 2]"
15008,78220,4993,5.0,1323474800,"[5952, 7153, 2571, 6539, 4306, 2959, 3578, 1196]",1.0,0.75,0.75,"[2, 2, 2, 2, 2, 0, 0, 2]"
15009,78223,2571,5.0,1157004729,"[2959, 4993, 7153, 1196, 5952, 260, 1198, 3578]",1.0,0.25,0.25,"[0, 0, 2, 0, 0, 0, 0, 2]"
15010,78227,357,5.0,845070213,"[539, 597, 587, 500, 377, 440, 509, 590]",0.5,0.3333333333333333,0.5,"[0, 1, 1, 2, 0, 2, 0, 0]"
15011,78234,159858,5.0,1532953057,"[103688, 104908, 85788, 160571, 161634, 97188, 114713, 175199]",1.0,0.375,0.375,"[2, 2, 2, 0, 0, 0, 0, 0]"
15012,78238,1221,5.0,1460278459,"[858, 1213, 1193, 1208, 1089, 1198, 296, 111]",1.0,0.75,0.75,"[2, 2, 2, 0, 2, 0, 2, 2]"
15013,78241,49530,5.0,1429622823,"[48516, 54286, 49272, 48780, 51662, 55765, 36529, 5418]",0.875,1.0,1.0,"[2, 2, 2, 2, 2, 1, 2, 2]"
15014,78244,5690,5.0,1535156862,"[5971, 6350, 7099, 3000, 31658, 26662, 5618, 26776]",0.6666666666666666,0.6666666666666666,0.75,"[2, 1, 2, 2, 1, 0, 2, 0]"
15015,78247,103,5.0,867696025,"[61, 640, 79, 731, 100, 113, 694, 92]",1.0,0.125,0.125,"[0, 0, 2, 0, 0, 0, 0, 0]"
15016,78256,6303,5.0,1252727387,"[6305, 5410, 5544, 6979, 4443, 4713, 7001, 7481]",0.8571428571428571,0.8571428571428571,0.875,"[2, 1, 0, 2, 2, 2, 2, 2]"
15017,78257,131724,5.0,1451976821,"[127152, 160289, 101850, 97866, 65188, 117533, 96488, 112582]",1.0,0.125,0.125,"[2, 0, 0, 0, 0, 0, 0, 0]"
15018,78273,148626,5.0,1451954288,"[142488, 134130, 106782, 139385, 115713, 139644, 122904, 116797]",0.625,1.0,1.0,"[2, 1, 1, 1, 2, 2, 2, 2]"
15019,78284,2355,5.0,948902422,"[3114, 2987, 1, 1580, 2294, 2716, 3751, 4886]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15020,78292,74,5.0,840121320,"[140, 7, 708, 64, 5, 802, 62, 102]",1.0,0.125,0.125,"[0, 0, 0, 0, 2, 0, 0, 0]"
15021,78294,1732,5.0,1233072884,"[1089, 2997, 2959, 4027, 1206, 296, 2858, 608]",1.0,0.875,0.875,"[2, 2, 2, 0, 2, 2, 2, 2]"
15022,78297,58559,5.0,1472626997,"[79132, 33794, 59315, 91529, 7153, 2959, 60069, 68157]",1.0,0.375,0.375,"[0, 2, 2, 0, 2, 0, 0, 0]"
15023,78301,593,5.0,844618272,"[296, 318, 356, 47, 50, 527, 480, 457]",0.7142857142857143,0.8333333333333334,0.875,"[1, 2, 2, 2, 0, 2, 1, 2]"
15024,78303,3275,5.0,1349652099,"[4011, 44665, 32587, 2542, 2329, 5903, 2959, 6874]",0.8333333333333334,0.7142857142857143,0.75,"[2, 0, 2, 0, 1, 2, 2, 2]"
15025,78304,858,5.0,1339288590,"[1221, 1213, 1193, 296, 260, 1198, 2571, 318]",1.0,0.875,0.875,"[2, 2, 2, 2, 0, 2, 2, 2]"
15026,78307,2000,5.0,1082573445,"[2001, 1036, 1240, 2115, 2916, 2002, 2716, 1370]",1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 2]"
15027,78310,72998,5.0,1337188738,"[79132, 59315, 60069, 68954, 70286, 58559, 73017, 89745]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15028,78315,239,5.0,1193878426,"[709, 48, 575, 1033, 2089, 616, 158, 1566]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15029,78318,1217,5.0,1441056648,"[2019, 3030, 3091, 5291, 1237, 1252, 923, 1204]",1.0,0.25,0.25,"[2, 0, 2, 0, 0, 0, 0, 0]"
15030,78321,778,5.0,1181164521,"[1089, 1206, 296, 608, 1732, 2959, 32, 2858]",1.0,0.5,0.5,"[2, 2, 2, 0, 0, 2, 0, 0]"
15031,78322,1047,5.0,856247132,"[733, 832, 786, 1370, 1552, 95, 1573, 648]",1.0,0.625,0.625,"[2, 2, 2, 0, 0, 2, 0, 2]"
15032,78327,910,5.0,1073584556,"[909, 899, 908, 913, 903, 912, 904, 969]",1.0,0.125,0.125,"[0, 0, 0, 2, 0, 0, 0, 0]"
15033,78334,122914,5.0,1556317577,"[201773, 195159, 122910, 122912, 122916, 188301, 122906, 122926]",1.0,0.875,0.875,"[2, 0, 2, 2, 2, 2, 2, 2]"
15034,78339,58,5.0,1018375671,"[17, 265, 36, 52, 25, 1183, 509, 515]",0.5,0.3333333333333333,0.5,"[0, 1, 0, 0, 2, 2, 1, 0]"
15035,78352,96821,5.0,1511758883,"[97921, 69757, 104374, 88163, 80549, 89864, 106920, 111921]",1.0,0.5,0.5,"[0, 2, 0, 2, 2, 0, 0, 2]"
15036,78368,2359,5.0,965779227,"[1641, 2396, 2321, 1500, 2108, 1747, 1784, 1883]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15037,78373,914,5.0,1445742036,"[899, 1035, 1947, 1028, 920, 919, 2565, 902]",1.0,0.125,0.125,"[0, 0, 2, 0, 0, 0, 0, 0]"
15038,78374,3074,5.0,962637899,"[2921, 3037, 3508, 2922, 2401, 3494, 3871, 1283]",0.4,0.4,0.625,"[2, 0, 1, 1, 1, 2, 0, 0]"
15039,78378,1370,5.0,876677217,"[1036, 165, 2000, 1573, 1552, 2001, 1240, 1608]",1.0,0.375,0.375,"[2, 2, 0, 0, 0, 0, 2, 0]"
15040,78380,1094,5.0,944409530,"[1179, 1183, 1079, 2289, 1247, 1641, 1225, 1674]",1.0,0.5,0.5,"[0, 0, 2, 2, 2, 0, 0, 2]"
15041,78384,56174,5.0,1484201591,"[8644, 59315, 51662, 60074, 72998, 53996, 70286, 45722]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15042,78386,58559,5.0,1405038157,"[79132, 33794, 59315, 91529, 7153, 2959, 60069, 68157]",0.5,0.14285714285714285,0.25,"[0, 0, 0, 0, 2, 0, 0, 1]"
15043,78389,88125,5.0,1345080987,"[81834, 69844, 54001, 40815, 8368, 5816, 4896, 89745]",0.875,1.0,1.0,"[2, 2, 2, 2, 1, 2, 2, 2]"
15044,78398,1961,5.0,1099521079,"[1704, 1246, 2762, 1270, 1097, 1682, 1265, 1784]",0.0,0.0,0.125,"[0, 0, 0, 0, 0, 0, 1, 0]"
15045,78406,2019,5.0,1017718815,"[3030, 750, 1201, 5291, 1217, 1208, 1252, 923]",1.0,0.125,0.125,"[0, 0, 0, 2, 0, 0, 0, 0]"
15046,78421,1247,5.0,855232835,"[1230, 912, 923, 1219, 1225, 1252, 1193, 904]",1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 2]"
15047,78424,1372,5.0,1222091140,"[1375, 1376, 1374, 1371, 1373, 1356, 2393, 329]",1.0,0.75,0.75,"[2, 2, 2, 0, 0, 2, 2, 2]"
15048,78436,2313,5.0,938742524,"[2076, 1228, 1225, 1952, 1960, 1956, 1263, 1219]",1.0,0.875,0.875,"[2, 2, 2, 0, 2, 2, 2, 2]"
15049,78437,2423,5.0,1199890683,"[2795, 2794, 3552, 3087, 2371, 2134, 1663, 4002]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15050,78439,2580,5.0,992561925,"[2599, 1060, 2395, 2890, 223, 1639, 2700, 1673]",1.0,0.25,0.25,"[0, 0, 2, 0, 2, 0, 0, 0]"
15051,78443,2640,5.0,944970516,"[2641, 2985, 2916, 1374, 2406, 2529, 2115, 2000]",0.5,1.0,1.0,"[1, 2, 1, 2, 2, 2, 1, 1]"
15052,78460,50,5.0,1261941790,"[296, 318, 47, 593, 608, 1089, 527, 858]",1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 2]"
15053,78462,1197,5.0,1124926802,"[1198, 1196, 1136, 260, 1270, 1291, 1265, 2918]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15054,78465,2739,5.0,1234994856,"[1962, 1958, 1955, 2312, 2352, 1674, 1956, 1124]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15055,78467,1222,5.0,944906812,"[1208, 1089, 1206, 1258, 1090, 1214, 1213, 1240]",1.0,0.25,0.25,"[2, 0, 0, 0, 2, 0, 0, 0]"
15056,78468,1196,5.0,867135005,"[260, 1210, 1198, 1291, 2571, 1270, 1240, 1214]",0.6666666666666666,0.6666666666666666,0.75,"[2, 2, 2, 2, 0, 1, 1, 0]"
15057,78469,337,5.0,848985965,"[235, 300, 509, 357, 508, 39, 590, 296]",0.8,0.5714285714285714,0.625,"[0, 0, 2, 2, 2, 0, 2, 1]"
15058,78470,1580,5.0,903182118,"[1527, 1270, 2571, 2628, 1240, 2716, 1210, 1196]",0.0,0.0,0.125,"[0, 0, 0, 0, 0, 0, 1, 0]"
15059,78473,3152,5.0,1201308164,"[3201, 2303, 1952, 3167, 3093, 2130, 3200, 1964]",1.0,0.25,0.25,"[2, 0, 2, 0, 0, 0, 0, 0]"
15060,78478,1097,5.0,1435412025,"[1270, 1240, 1196, 1198, 1580, 2716, 1210, 260]",1.0,0.375,0.375,"[2, 0, 0, 2, 0, 0, 0, 2]"
15061,78481,122886,5.0,1471630348,"[112852, 122904, 134130, 166528, 122882, 89745, 91529, 122892]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15062,78492,1136,5.0,1352525854,"[1080, 1196, 1198, 1197, 260, 541, 1265, 1270]",1.0,0.5,0.5,"[2, 0, 0, 0, 2, 2, 0, 2]"
15063,78503,1247,5.0,963860926,"[1230, 912, 923, 1219, 1225, 1252, 1193, 904]",1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 2]"
15064,78505,5418,5.0,1325692393,"[8665, 54286, 4963, 5445, 6539, 33794, 3578, 5989]",0.8571428571428571,0.8571428571428571,0.875,"[2, 2, 2, 0, 2, 2, 1, 2]"
15065,78508,3361,5.0,998719145,"[2352, 3098, 3421, 2915, 3210, 3526, 3552, 3360]",1.0,0.375,0.375,"[0, 2, 2, 0, 2, 0, 0, 0]"
15066,78511,785,5.0,842031152,"[104, 784, 2683, 1405, 223, 788, 2706, 333]",0.6666666666666666,0.2857142857142857,0.375,"[0, 0, 0, 0, 2, 1, 0, 2]"
15067,78513,780,5.0,859199175,"[648, 736, 480, 733, 589, 1580, 260, 1]",1.0,0.625,0.625,"[2, 2, 2, 0, 0, 0, 2, 2]"
15068,78517,34,5.0,834455406,"[595, 588, 150, 364, 500, 590, 457, 592]",0.5,0.3333333333333333,0.5,"[0, 0, 2, 0, 0, 1, 2, 1]"
15069,78520,56367,5.0,1356899534,"[46578, 54503, 63082, 7361, 60069, 55820, 69757, 52973]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15070,78525,68954,5.0,1506447285,"[60069, 78499, 50872, 79132, 72998, 58559, 76093, 59315]",0.5,0.14285714285714285,0.25,"[2, 0, 0, 0, 1, 0, 0, 0]"
15071,78534,1230,5.0,956610112,"[1244, 1247, 1252, 923, 912, 750, 1077, 908]",1.0,0.5,0.5,"[0, 2, 0, 2, 2, 0, 0, 2]"
15072,78535,527,5.0,1006191676,"[318, 593, 356, 296, 50, 110, 2028, 858]",1.0,0.25,0.25,"[2, 0, 2, 0, 0, 0, 0, 0]"
15073,78536,2716,5.0,955085445,"[1270, 2987, 1580, 1240, 1265, 1291, 2918, 1198]",0.8,0.5714285714285714,0.625,"[2, 0, 2, 2, 0, 1, 0, 2]"
15074,78537,162414,5.0,1508079889,"[165549, 177615, 164909, 168492, 168250, 177651, 161582, 180031]",1.0,0.375,0.375,"[2, 0, 2, 0, 2, 0, 0, 0]"
15075,78538,595,5.0,1554312579,"[588, 364, 592, 153, 150, 480, 590, 500]",1.0,0.375,0.375,"[2, 2, 0, 2, 0, 0, 0, 0]"
15076,78539,1233,5.0,949554309,"[1250, 1208, 1204, 750, 924, 1090, 541, 1214]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15077,78547,296,5.0,850065582,"[593, 318, 47, 50, 356, 2959, 1089, 608]",0.75,0.42857142857142855,0.5,"[2, 2, 0, 2, 0, 0, 0, 1]"
15078,78548,5971,5.0,1112361664,"[31658, 6350, 5618, 26662, 7099, 3000, 5690, 65261]",1.0,0.625,0.625,"[0, 2, 2, 0, 2, 2, 2, 0]"
15079,78552,2018,5.0,941466006,"[1029, 2096, 2085, 2087, 2080, 1022, 2078, 1032]",1.0,0.75,0.75,"[2, 2, 2, 2, 0, 2, 0, 2]"
15080,78554,2571,5.0,1543288121,"[2959, 4993, 7153, 1196, 5952, 260, 1198, 3578]",0.7142857142857143,0.8333333333333334,0.875,"[2, 1, 2, 2, 1, 2, 0, 2]"
15081,78556,1214,5.0,850357799,"[1200, 1240, 541, 1196, 1198, 924, 1387, 260]",0.625,1.0,1.0,"[2, 2, 1, 2, 2, 1, 1, 2]"
15082,78557,50,5.0,849646526,"[296, 318, 47, 593, 608, 1089, 527, 858]",0.5,0.3333333333333333,0.5,"[2, 0, 2, 1, 0, 0, 1, 0]"
15083,78565,527,5.0,855404226,"[318, 593, 356, 296, 50, 110, 2028, 858]",1.0,0.375,0.375,"[0, 0, 2, 2, 2, 0, 0, 0]"
15084,78568,22,5.0,830954354,"[350, 230, 292, 474, 280, 454, 257, 196]",1.0,0.25,0.25,"[0, 0, 0, 0, 0, 2, 2, 0]"
15085,78570,7153,5.0,1381600036,"[5952, 4993, 2571, 6539, 58559, 33794, 2959, 6377]",0.8333333333333334,0.7142857142857143,0.75,"[2, 2, 2, 0, 0, 2, 2, 1]"
15086,78574,3273,5.0,974758843,"[1717, 1407, 3409, 1644, 3785, 2338, 2428, 3798]",0.6666666666666666,0.6666666666666666,0.75,"[2, 2, 2, 2, 0, 1, 1, 0]"
15087,78576,1206,5.0,1430676256,"[924, 1258, 541, 1089, 1222, 750, 1208, 1214]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15088,78588,3897,5.0,1111762223,"[3481, 4034, 4027, 2858, 2997, 3996, 4979, 2918]",0.75,0.42857142857142855,0.5,"[2, 0, 0, 2, 0, 2, 0, 1]"
15089,78591,5952,5.0,1140017157,"[4993, 7153, 2571, 6539, 4306, 3578, 2959, 33794]",1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 2]"
15090,78594,41,5.0,865444830,"[272, 52, 1224, 26, 17, 58, 25, 36]",0.25,0.2,0.5,"[0, 0, 0, 1, 1, 0, 2, 1]"
15091,78599,1354,5.0,1285148263,"[1041, 1719, 3910, 1635, 307, 306, 1094, 994]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15092,78609,589,5.0,1381686428,"[480, 1240, 377, 457, 110, 356, 380, 592]",1.0,0.25,0.25,"[2, 0, 0, 0, 0, 2, 0, 0]"
15093,78612,1233,5.0,1031958985,"[1250, 1208, 1204, 750, 924, 1090, 541, 1214]",0.3333333333333333,0.16666666666666666,0.375,"[1, 1, 2, 0, 0, 0, 0, 0]"
15094,78619,2324,5.0,974837394,"[2858, 1704, 4973, 2762, 2571, 527, 1682, 2028]",1.0,0.125,0.125,"[2, 0, 0, 0, 0, 0, 0, 0]"
15095,78620,2019,5.0,1457130347,"[3030, 750, 1201, 5291, 1217, 1208, 1252, 923]",1.0,0.875,0.875,"[2, 2, 2, 2, 2, 2, 2, 0]"
15096,78621,553,5.0,832613083,"[161, 368, 592, 349, 590, 380, 457, 454]",0.5,0.3333333333333333,0.5,"[2, 0, 1, 2, 0, 1, 0, 0]"
15097,78623,68157,5.0,1323279486,"[99114, 79132, 58559, 74458, 70286, 55820, 48516, 48780]",1.0,0.875,0.875,"[0, 2, 2, 2, 2, 2, 2, 2]"
15098,78638,471,5.0,1096158199,"[235, 300, 1394, 45, 440, 21, 223, 555]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 2, 0]"
15099,78650,3253,5.0,1004114160,"[1517, 3254, 1923, 2918, 2716, 2174, 2683, 1777]",0.75,0.42857142857142855,0.5,"[2, 0, 2, 0, 0, 1, 2, 0]"
15100,78652,12,5.0,852739678,"[743, 135, 637, 65, 788, 66, 724, 761]",0.7142857142857143,0.8333333333333334,0.875,"[2, 2, 2, 2, 1, 1, 2, 0]"
15101,78656,111,5.0,1092692610,"[1208, 1213, 1089, 296, 608, 1206, 1193, 858]",1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 2]"
15102,78659,4963,5.0,1085508906,"[5418, 6539, 5445, 5989, 5349, 4306, 4995, 4993]",1.0,0.375,0.375,"[0, 2, 0, 0, 0, 2, 0, 2]"
15103,78676,1234,5.0,1373742774,"[1304, 5060, 1276, 912, 1247, 1278, 1252, 908]",1.0,0.25,0.25,"[0, 0, 0, 2, 0, 0, 0, 2]"
15104,78686,2716,5.0,1035840136,"[1270, 2987, 1580, 1240, 1265, 1291, 2918, 1198]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15105,78701,3072,5.0,953567536,"[2352, 3361, 2243, 2915, 1958, 2245, 1307, 2100]",1.0,0.125,0.125,"[0, 2, 0, 0, 0, 0, 0, 0]"
15106,78708,1200,5.0,1095006346,"[1214, 1240, 1196, 541, 1036, 1198, 589, 1291]",0.8333333333333334,0.7142857142857143,0.75,"[0, 1, 2, 2, 2, 2, 0, 2]"
15107,78716,4973,5.0,1043515536,"[7361, 4226, 2959, 4993, 2858, 6711, 2571, 6874]",0.8,0.5714285714285714,0.625,"[0, 2, 1, 2, 2, 0, 2, 0]"
15108,78719,110,5.0,839759309,"[356, 480, 589, 457, 318, 593, 296, 150]",0.6666666666666666,0.2857142857142857,0.375,"[2, 0, 1, 0, 0, 0, 0, 2]"
15109,78729,48780,5.0,1488071239,"[48516, 58559, 79132, 33794, 44191, 74458, 68157, 59315]",0.875,1.0,1.0,"[2, 2, 2, 2, 2, 1, 2, 2]"
15110,78731,57243,5.0,1243896829,"[59018, 55555, 50514, 55814, 64701, 56333, 61236, 56060]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15111,78737,593,5.0,1500514951,"[296, 318, 356, 47, 50, 527, 480, 457]",1.0,0.25,0.25,"[2, 0, 2, 0, 0, 0, 0, 0]"
15112,78739,527,5.0,839176424,"[318, 593, 356, 296, 50, 110, 2028, 858]",1.0,0.5,0.5,"[0, 2, 2, 2, 2, 0, 0, 0]"
15113,78743,4874,5.0,1146155981,"[4370, 3994, 5502, 4975, 5445, 5459, 6365, 4995]",0.0,0.0,0.875,"[1, 1, 0, 1, 1, 1, 1, 1]"
15114,78749,920,5.0,958159969,"[919, 912, 953, 914, 1247, 969, 1035, 899]",1.0,0.375,0.375,"[2, 2, 0, 0, 0, 0, 0, 2]"
15115,78755,44555,5.0,1509228380,"[6016, 55820, 4973, 31410, 56782, 7361, 48516, 48394]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15116,78757,8957,5.0,1235979351,"[39446, 48877, 5679, 7254, 55577, 7360, 6502, 6323]",1.0,0.375,0.375,"[2, 0, 2, 0, 0, 0, 0, 2]"
15117,78759,2985,5.0,1076441748,"[2916, 3527, 1240, 1676, 1200, 2640, 2000, 1214]",0.6666666666666666,0.6666666666666666,0.75,"[1, 2, 2, 0, 2, 1, 0, 2]"
15118,78767,74458,5.0,1517101446,"[79132, 68157, 99114, 48780, 91529, 109487, 106782, 58559]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 2, 0]"
15119,78772,318,5.0,834145472,"[296, 593, 356, 527, 50, 2571, 110, 47]",0.7142857142857143,0.8333333333333334,0.875,"[2, 2, 1, 2, 2, 0, 1, 2]"
15120,78786,671,5.0,1199347198,"[663, 1391, 1356, 1215, 1073, 1405, 32, 223]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15121,78801,1020,5.0,867860923,"[2082, 3247, 2335, 586, 1021, 500, 1027, 216]",0.3333333333333333,0.16666666666666666,0.375,"[0, 0, 0, 2, 1, 1, 0, 0]"
15122,78807,3980,5.0,1572044965,"[3916, 3753, 4019, 3978, 4310, 5152, 4223, 3513]",1.0,0.625,0.625,"[2, 2, 0, 0, 2, 2, 2, 0]"
15123,78817,2396,5.0,981264196,"[2858, 1307, 1617, 2762, 1784, 1641, 1265, 2997]",0.5,0.14285714285714285,0.25,"[2, 0, 0, 0, 0, 0, 1, 0]"
15124,78823,92259,5.0,1417215186,"[79132, 109487, 99114, 116797, 106782, 74458, 109374, 112552]",0.3333333333333333,0.16666666666666666,0.375,"[2, 0, 1, 0, 0, 0, 1, 0]"
15125,78824,161,5.0,845572569,"[349, 292, 434, 150, 380, 454, 457, 590]",0.8571428571428571,0.8571428571428571,0.875,"[2, 0, 1, 2, 2, 2, 2, 2]"
15126,78844,110,5.0,839188731,"[356, 480, 589, 457, 318, 593, 296, 150]",0.7142857142857143,0.8333333333333334,0.875,"[2, 1, 1, 2, 0, 2, 2, 2]"
15127,78845,457,5.0,998064585,"[380, 377, 480, 150, 592, 349, 589, 590]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15128,78850,110,5.0,832019925,"[356, 480, 589, 457, 318, 593, 296, 150]",0.3333333333333333,0.16666666666666666,0.375,"[0, 0, 0, 0, 1, 0, 2, 1]"
15129,78853,2858,5.0,1344412653,"[2959, 2762, 2571, 2997, 296, 4226, 2329, 593]",0.8571428571428571,0.8571428571428571,0.875,"[2, 2, 2, 1, 2, 2, 2, 0]"
15130,78863,6,5.0,853640589,"[733, 16, 32, 648, 47, 95, 50, 608]",0.5,0.3333333333333333,0.5,"[2, 0, 2, 1, 0, 1, 0, 0]"
15131,78872,608,5.0,861871162,"[296, 50, 593, 1089, 1213, 32, 858, 1617]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15132,78897,81591,5.0,1444044459,"[80463, 74458, 79132, 68157, 81845, 99114, 63082, 106920]",1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 2]"
15133,78902,122916,5.0,1547554290,"[122912, 122918, 122926, 122906, 187593, 168252, 122922, 143355]",1.0,0.5,0.5,"[2, 0, 0, 2, 2, 2, 0, 0]"
15134,78903,527,5.0,847916829,"[318, 593, 356, 296, 50, 110, 2028, 858]",0.75,0.42857142857142855,0.5,"[1, 0, 2, 2, 0, 2, 0, 0]"
15135,78908,595,5.0,835799507,"[588, 364, 592, 153, 150, 480, 590, 500]",0.8333333333333334,0.7142857142857143,0.75,"[2, 2, 2, 2, 1, 0, 2, 0]"
15136,78913,3087,5.0,1400786403,"[2134, 2423, 2717, 2003, 3039, 2371, 2174, 2795]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15137,78934,377,5.0,995885828,"[480, 457, 380, 589, 165, 500, 592, 587]",1.0,0.125,0.125,"[0, 0, 0, 2, 0, 0, 0, 0]"
15138,78939,66097,5.0,1498605356,"[37729, 72226, 60069, 31658, 68954, 50872, 65261, 74789]",1.0,0.125,0.125,"[0, 0, 0, 0, 2, 0, 0, 0]"
15139,78941,7153,5.0,1094138997,"[5952, 4993, 2571, 6539, 58559, 33794, 2959, 6377]",0.8571428571428571,0.8571428571428571,0.875,"[2, 2, 2, 2, 0, 2, 1, 2]"
15140,78943,282,5.0,845312332,"[350, 266, 339, 454, 590, 225, 236, 185]",0.7142857142857143,0.8333333333333334,0.875,"[2, 2, 1, 2, 2, 0, 1, 2]"
15141,78945,118696,5.0,1534088115,"[106489, 98809, 122892, 106072, 116823, 86880, 111362, 117529]",1.0,0.25,0.25,"[2, 2, 0, 0, 0, 0, 0, 0]"
15142,78949,79132,5.0,1434307223,"[58559, 109487, 91529, 74458, 68157, 99114, 72998, 60069]",1.0,0.125,0.125,"[2, 0, 0, 0, 0, 0, 0, 0]"
15143,78952,3160,5.0,974709776,"[2997, 1673, 2858, 5902, 3481, 4848, 2712, 5673]",1.0,0.25,0.25,"[2, 0, 2, 0, 0, 0, 0, 0]"
15144,78955,2871,5.0,1403392853,"[1953, 1263, 1387, 1952, 1252, 3168, 1208, 3362]",1.0,0.125,0.125,"[0, 2, 0, 0, 0, 0, 0, 0]"
15145,78962,912,5.0,1091912685,"[923, 904, 908, 913, 750, 1247, 903, 919]",0.75,0.42857142857142855,0.5,"[2, 1, 0, 0, 2, 2, 0, 0]"
15146,78967,588,5.0,847608623,"[595, 364, 592, 480, 153, 150, 380, 344]",0.3333333333333333,0.5,0.75,"[0, 0, 1, 1, 2, 2, 1, 1]"
15147,78968,1584,5.0,1484611411,"[1580, 1527, 1653, 2916, 1240, 1270, 1097, 1127]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15148,78972,509,5.0,848912251,"[357, 515, 265, 508, 300, 590, 539, 337]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 2, 0, 0]"
15149,78973,7438,5.0,1519856955,"[6874, 32587, 2959, 7153, 5952, 33794, 4993, 7361]",0.5,0.14285714285714285,0.25,"[2, 0, 0, 0, 0, 0, 1, 0]"
15150,78978,4002,5.0,975276153,"[3552, 3039, 4499, 2795, 4085, 2791, 4321, 3210]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15151,78980,1704,5.0,914594874,"[2028, 2762, 2571, 1682, 318, 2858, 2959, 1961]",1.0,0.25,0.25,"[2, 0, 0, 0, 2, 0, 0, 0]"
15152,78981,1246,5.0,965323175,"[1704, 1961, 1097, 1682, 1270, 1265, 1259, 1307]",1.0,0.25,0.25,"[2, 0, 0, 0, 0, 0, 2, 0]"
15153,78994,2108,5.0,975564291,"[2289, 3108, 1641, 1500, 2243, 2396, 2100, 1394]",0.6666666666666666,0.6666666666666666,0.75,"[2, 0, 2, 2, 1, 2, 1, 0]"
15154,78996,6773,5.0,1202862093,"[6711, 6620, 5902, 4641, 38038, 4979, 5618, 30810]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15155,78999,110,5.0,840724737,"[356, 480, 589, 457, 318, 593, 296, 150]",0.7142857142857143,0.8333333333333334,0.875,"[2, 1, 0, 2, 2, 2, 2, 1]"
15156,79003,593,5.0,840677378,"[296, 318, 356, 47, 50, 527, 480, 457]",0.8,0.5714285714285714,0.625,"[2, 0, 2, 0, 2, 2, 1, 0]"
15157,79013,296,5.0,843043377,"[593, 318, 47, 50, 356, 2959, 1089, 608]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 0, 2]"
15158,79015,2571,5.0,944196838,"[2959, 4993, 7153, 1196, 5952, 260, 1198, 3578]",0.5,0.14285714285714285,0.25,"[0, 0, 0, 0, 0, 2, 1, 0]"
15159,79019,357,5.0,884469065,"[539, 597, 587, 500, 377, 440, 509, 590]",0.8571428571428571,0.8571428571428571,0.875,"[2, 2, 1, 2, 2, 2, 0, 2]"
15160,79021,2565,5.0,1237223660,"[914, 2941, 1947, 1035, 1951, 1028, 900, 938]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
15161,79024,4995,5.0,1225307769,"[5989, 4963, 3578, 4993, 4306, 5418, 5445, 4226]",1.0,0.625,0.625,"[0, 2, 2, 2, 2, 2, 0, 0]"
